UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
bruno      12384    3235   13752  0  105 03:39 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   17748  0  105 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   17756  0  105 04:07 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   17854  0  105 04:08 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   18133  0  105 04:11 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   18225  0  105 04:13 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   18294  0  105 04:13 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   18788  0  105 04:15 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   18952  0  105 04:17 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   19016  0  105 04:18 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   19051  0  105 04:19 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   19084  0  105 04:19 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12384    3235   19085  0  105 04:19 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox
bruno      12454    2920   12454  0    2 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/crashhelper 12384 9 /tmp/ 11 20260814094907
bruno      12454    2920   12455  0    2 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/crashhelper 12384 9 /tmp/ 11 20260814094907
bruno      12540   12384   12540  0    1 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {6cf276f5-d4e6-4f05-bec9-e74e1ea98dcc} -parentPid 12384 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 1 forkserver
bruno      12543   12540   12543  0    5 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -prefsHandle 0:36854 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {b44d253d-6a4d-4ea1-af7f-76ed52da3cd0} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 2 socket
bruno      12543   12540   12546  0    5 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -prefsHandle 0:36854 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {b44d253d-6a4d-4ea1-af7f-76ed52da3cd0} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 2 socket
bruno      12543   12540   12547  0    5 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -prefsHandle 0:36854 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {b44d253d-6a4d-4ea1-af7f-76ed52da3cd0} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 2 socket
bruno      12543   12540   12549  0    5 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -prefsHandle 0:36854 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {b44d253d-6a4d-4ea1-af7f-76ed52da3cd0} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 2 socket
bruno      12543   12540   12551  0    5 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -prefsHandle 0:36854 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {b44d253d-6a4d-4ea1-af7f-76ed52da3cd0} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 2 socket
bruno      12574   12540   12574  0   21 03:37 ?        00:00:02 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12578  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12579  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12588  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12590  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12591  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12592  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12596  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12598  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12599  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12600  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12601  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12602  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12603  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12604  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12612  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12613  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12614  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12615  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   12616  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12574   12540   13371  0   21 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37044 -prefMapHandle 1:293063 -jsInitHandle 2:161776 -parentBuildID 20260814094907 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d4a09389-7743-4c58-a838-bcaf1b155ea3} -parentPid 12384 -crashHelperPid 12454 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8762/usr/lib/firefox/omni.ja -appomni /snap/firefox/8762/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8762/usr/lib/firefox/browser 3 tab
bruno      12583   12540   12583  0    4 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -prefsHandle 0:37044 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {deb66207-0657-49ba-bd81-980ec23a1aef} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 4 rdd
bruno      12583   12540   12586  0    4 03:37 ?        00:00:00 /snap/firefox/8762/usr/lib/firefox/firefox -contentproc -parentBuildID 20260814094907 -prefsHandle 0:37044 -prefMapHandle 1:293063 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {deb66207-0657-49ba-bd81-980ec23a1aef} -parentPid 12384 -crashHelperPid 12454 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8762/usr/lib/firefox/browser 4 rdd
